顾客编号	大类名称	中类名称	小类名称	销售日期	销售数量	销售金额	商品单价
796	粮油	酱菜类	笋类	20150215	1		1.7
796	粮油	酱菜类	蔬菜	20150215	1		1.9
907	蔬果	蔬菜	叶菜	20150215	0.276		3.96
378	酒饮	果汁饮料	蓝莓汁饮料	20150215	1		73
20	熟食	现制中式面点	现制蒸类	20150215	0.65		6
796	粮油	南北干货	银耳	20150215	1		25.9
796	粮油	盐/糖	绵白糖	20150215	1		6.8
796	粮油	酱菜类	蔬菜	20150215	1		2.7
796	休闲	糖果	硬糖	20150215	0.118		71
1503	冲调	冲调食品	麦片/粉	20150215	1		30.7
1503	休闲	膨化点心	米制点心	20150215	1		19.9
39	休闲	即食熟制品	其他即食熟制品	20150215	1		1.2
1135	休闲	蜜饯	梅	20150215	0.4		47.8
1243	针织	男内衣裤	男内衣裤套装	20150215	1		145
1288	冲调	冲调食品	麦片/粉	20150215	1		30.7
1135	休闲	糕点	散称糕点	20150215	0.196		43.8
805	粮油	调味油	其它调味油	20150215	1		7.6
569	蔬果	蔬菜	花果	20150215	0.718		5.8
600	休闲	巧克力	夹心巧克力	20150215	1		7.9
677	日配	外送面包糕点	外送中式糕点	20150215	1		7.5
1215	肉禽	猪肉	鲜猪肉	20150215	5.146		19.8
1305	酒饮	果汁饮料	植物蛋白饮料	20150215	1		2.9
1243	洗化	个人卫生用品	棉棒/棉球	20150215	1		1.7
729	蔬果	蔬菜	花果	20150215	0.39		2.58
729	肉禽	猪肉	鲜猪肉	20150215	0.464		27.8
729	蔬果	蔬菜	花果	20150215	0.3		9.6
803	酒饮	香烟	国产省外香烟	20150215	1		5.5
803	家居	厨房清洁	百洁布	20150215	1		3.9
1496	冲调	冲调食品	麦片/粉	20150215	1		30.7
1504	粮油	罐头	八宝粥	20150215	1		30.9
853	蔬果	蔬菜	根茎	20150215	0.702		2.56
249	蔬果	水果	蕉类	20150215	1.286		5.96
348	粮油	五谷杂粮	其他五谷杂粮	20150215	3		18.9
1496	蔬果	水果	蕉类	20150215	2.41		5.96
1496	休闲	糕点	蛋卷	20150215	1		4.5
853	休闲	炒货	香瓜子	20150215	0.16		17
726	蔬果	蔬菜	芽菜	20150215	0.322		2.78
963	日配	冷藏乳品	其它冷藏乳品	20150215	1		5.5
1126	粮油	调味料	调理粉	20150215	1		3.7
963	日配	冷藏奶油芝士	奶酪	20150215	1		19.3
1126	粮油	调味料	鸡精	20150215	1		4.3
1126	粮油	液体调料	香醋	20150215	1		4.9
752	蔬果	蔬菜	叶菜	20150215	2.074		1.96
752	蔬果	蔬菜	花果	20150215	0.122		7.6
1505	文体	节庆饰品	春节饰品	20150215	1		15
1	休闲	炒货	带壳花生	20150215	1		13.9
1501	粮油	食用油	花生油	20150215	1		145
836	粮油	调味料	香辛粉	20150215	1		2.7
675	休闲	糕点	散称糕点	20150215	0.376		39.8
1495	休闲	蜜饯	山楂	20150215	1		5.9
1495	休闲	即食熟制品	豆干类	20150215	1		12.9
400	蔬果	水果	其它水果	20150215	1.379		5.96
796	粮油	酱菜类	笋类	20150215	1		1.7
907	蔬果	蔬菜	叶菜	20150215	0.07		12
907	蔬果	蔬菜	芽菜	20150215	0.414		1.48
1288	日配	蛋类	新鲜蛋品	20150215	1.548		6.78
1288	日配	蛋类	新鲜蛋品	20150215	1		8.9
1288	粮油	酱菜类	蔬菜	20150215	1		7.9
836	粮油	调味料	淀/酵/碱粉	20150215	1		3.9
204	蔬果	水果	苹果类	20150215	0.778		27.8
805	蔬果	蔬菜	叶菜	20150215	0.46		5.6
210	蔬果	水果	其它水果	20150215	0.55		30
600	休闲	膨化点心	米制点心	20150215	1		12.9
212	蔬果	蔬菜	叶菜	20150215	0.34		5.6
474	蔬果	蔬菜	叶菜	20150215	0.524		5.8
1504	日配	常温乳品	利乐砖乳酸菌	20150215	12		5.5
853	日配	蛋类	新鲜蛋品	20150215	1.232		6.78
1505	酒饮	啤酒	国产黄啤	20150215	6		2.9
1136	蔬果	水果	柑桔柚类	20150215	1.272		14.99
836	蔬果	水果	苹果类	20150215	1.738		11.98
1499	休闲	膨化点心	其他膨化点心	20150215	1		10.9
677	休闲	无糖食品	无糖休闲食品	20150215	1		23
1432	日配	冷藏肉制品	香肠类	20150215	1		2
1500	洗化	纸制品	软抽纸巾	20150215	1		13.9
666	休闲	炒货	香瓜子	20150215	1		5.9
1305	酒饮	乳饮料	纯味酸乳饮	20150215	4		2.2
52	休闲	糕点	其他糕点	20150215	0.218		51.8
836	休闲	糖果	其他糖果	20150215	0.246		54
1499	休闲	饼干	趣味/休闲	20150215	1		13.3
204	蔬果	蔬菜	鲜调味	20150215	0.458		9.6
210	蔬果	蔬菜	叶菜	20150215	1		4.98
378	日配	常温乳品	利乐砖纯奶	20150215	24		3
378	酒饮	果汁饮料	植物蛋白饮料	20150215	1		13.7
1126	肉禽	鸡产品	分割鸡件	20150215	1.002		35.8
1126	休闲	糖果	其他糖果	20150215	0.3		39.8
953	粮油	调味油	其它调味油	20150215	1		6.9
1176	洗化	纸制品	无芯纸	20150215	1		24.9
539	蔬果	水果	进口水果	20150215	0.66		70
1506	日配	冷藏肉制品	其它肠类	20150215	1		17.9
1204	日配	外送面包糕点	外送中式糕点	20150215	1		6.9
675	蔬果	蔬菜	根茎	20150215	0.52		3.96
249	休闲	膨化点心	米制点心	20150215	1		8.5
1386	洗化	浴厕厨清洁剂	厨房清洁剂	20150215	1		30.9
520	休闲	进口食品	进口休闲食品	20150215	1		11.8
90	肉禽	猪肉	鲜猪肉	20150215	5.444		25.8
90	蔬果	蔬菜	鲜调味	20150215	0.914		6.56
1215	蔬果	加工豆类	豆腐	20150215	0.758		2.96
1502	蔬果	蔬菜	叶菜	20150215	0.544		5.6
1500	冲调	冲调食品	麦片/粉	20150215	1		30.9
1305	休闲	糖果	其他糖果	20150215	0.304		39.6
249	休闲	炒货	西瓜子	20150215	1		10.5
1504	日配	外送面包糕点	外送中式糕点	20150215	1		6.9
400	蔬果	蔬菜	根茎	20150215	1.48		3.96
400	蔬果	蔬菜	花果	20150215	0.148		7.96
497	蔬果	蔬菜	根茎	20150215	0.258		7.6
811	休闲	膨化点心	袋装薯片	20150215	1		2.3
1501	肉禽	腌腊制品	腌腊香肠	20150215	1		29.9
836	粮油	调味料	淀/酵/碱粉	20150215	1		2.9
836	休闲	糖果	硬糖	20150215	0.19		71
204	蔬果	蔬菜	叶菜	20150215	0.554		6
204	蔬果	蔬菜	根茎	20150215	0.198		5.8
925	熟食	现制中式面点	现制蒸类	20150215	4		0.5
20	日配	常温乳品	利乐砖加味奶	20150215	1		3.5
400	蔬果	蔬菜	菌菇类	20150215	0.314		18
1503	粮油	罐头	八宝粥	20150215	1		30.9
811	粮油	南北干货	木耳	20150215	1		23.9
1176	洗化	纸制品	无芯纸	20150215	1		14.5
339	休闲	糕点	中式糕点	20150215	1		6.3
439	冲调	奶粉	儿童奶粉	20150215	1		62
796	粮油	液体调料	滴醋	20150215	1		3.8
1503	冲调	冲调食品	豆奶粉	20150215	1		24.3
1405	休闲	巧克力	夹心巧克力	20150215	1		29.9
1505	酒饮	啤酒	国产黄啤	20150215	6		2.5
752	蔬果	蔬菜	根茎	20150215	0.192		5
805	粮油	液体调料	老抽酱油	20150215	1		1.9
210	蔬果	蔬菜	鲜调味	20150215	0.31		9.6
1215	蔬果	蔬菜	根茎	20150215	0.772		3.96
1502	蔬果	水果	苹果类	20150215	1.624		27.8
1500	文体	本类	便签本	20150215	1		3.7
39	粮油	南北干货	桂圆	20150215	1		29.9
1288	粮油	南北干货	红枣	20150215	1		17.3
106	蔬果	水果	梨类	20150215	0.664		11.98
1243	洗化	洗浴用品	香皂	20150215	1		4.9
1288	蔬果	蔬菜	鲜调味	20150215	0.41		5.98
836	休闲	炒货	其他炒货	20150215	1		4.3
52	休闲	糕点	其他糕点	20150215	1		10.9
1204	日配	蛋类	新鲜蛋品	20150215	1.61		6.78
381	休闲	糕点	散称糕点	20150215	0.332		15.6
20	粮油	袋装速食面组	猪肉口味	20150215	1		14.7
204	蔬果	蔬菜	根茎	20150215	0.708		3.96
925	蔬果	蔬菜	芽菜	20150215	0.326		1.76
805	日配	蛋类	松花蛋	20150215	0.736		19.6
569	蔬果	蔬菜	花果	20150215	0.174		9.6
1205	日配	冷藏乳品	冷藏乳酸菌	20150215	1		7.3
316	洗化	纸制品	无芯纸	20150215	1		24.9
212	肉禽	猪肉	鲜猪肉	20150215	0.718		27.8
796	粮油	盐/糖	其他盐/糖	20150215	1		11.7
796	休闲	蜜饯	山楂	20150215	1		9.5
796	休闲	巧克力	果仁巧克力	20150215	1		39.8
497	蔬果	蔬菜	花果	20150215	0.825		3.16
811	休闲	饼干	钙奶	20150215	1		4.7
484	蔬果	水果	进口水果	20150215	1.918		17.6
1502	蔬果	蔬菜	花果	20150215	0.63		5.8
1305	粮油	调味料	鸡精	20150215	1		4.3
52	日配	蛋类	新鲜蛋品	20150215	1		8.9
1204	蔬果	蔬菜	根茎	20150215	0.542		7.96
1204	休闲	饼干	夹心	20150215	1		6.9
163	蔬果	蔬菜	叶菜	20150215	0.07		12
381	蔬果	加工豆类	豆类料理	20150215	0.398		12
304	蔬果	水果	进口水果	20150215	1.808		17.6
907	日配	常温肉制品	猪肉火腿肠	20150215	1		13.3
106	蔬果	蔬菜	根茎	20150215	0.348		2.56
803	休闲	糕点	中式糕点	20150215	1		5.9
1288	肉禽	猪肉	鲜猪肉	20150215	0.924		27.8
1507	蔬果	蔬菜	叶菜	20150216	0.466		5.8
741	蔬果	蔬菜	花果	20150216	0.42		5.6
1423	日配	常温乳品	利乐砖乳酸菌	20150216	12		5.5
298	休闲	口香糖	无糖口香糖	20150216	1		9.9
626	粮油	酱菜类	榨菜	20150216	7		1
1508	蔬果	蔬菜	叶菜	20150216	1.705		1.96
1068	蔬果	蔬菜	叶菜	20150216	0.315		5.6
860	休闲	炒货	香瓜子	20150216	1		5.2
1509	休闲	糕点	其他糕点	20150216	0.342		51.8
1510	日配	冷冻汤圆	其它汤圆	20150216	1		8.3
1510	洗化	洗浴用品	香皂	20150216	1		4.9
1230	休闲	即食熟制品	牛肉干	20150216	1		20.9
1231	蔬果	蔬菜	花果	20150216	0.478		1.8
1266	日配	常温乳品	利乐砖加味奶	20150216	1		5
1266	休闲	糖果	其他糖果	20150216	1		1
716	蔬果	蔬菜	菌菇类	20150216	0.542		16.8
538	家居	一次性用品	一次性杯子	20150216	1		13.5
1511	粮油	食用油	花生油	20150216	1		145
556	洗化	口腔卫生用品	成人牙刷	20150216	1		15.7
495	蔬果	水果	其它水果	20150216	0.838		30
1512	酒饮	啤酒	国产黄啤	20150216	6		2.5
1513	休闲	膨化点心	米制点心	20150216	1		19.9
1514	肉禽	牛肉	熟牛肉	20150216	0.806		80
1515	洗化	纸制品	无芯纸	20150216	1		10.9
328	蔬果	蔬菜	花果	20150216	0.458		6.56
1409	酒饮	国产白酒	普通低度白酒	20150216	1		52
1516	肉禽	猪肉	鲜猪肉	20150216	0.862		29.8
439	日配	蛋类	松花蛋	20150216	0.732		19.6
573	酒饮	碳酸饮料	果味型	20150216	1		2.9
95	蔬果	蔬菜	花果	20150216	0.582		1.98
113	日配	冷藏乳品	冷藏原味酸乳	20150216	1		8.6
1413	蔬果	蔬菜	花果	20150216	0.608		2.58
1517	粮油	食用油	花生油	20150216	1		109
1518	粮油	煮食面/粉	挂面	20150216	1		5.3
1519	日配	外送面包糕点	外送中式糕点	20150216	1		6.9
459	蔬果	加工豆类	豆腐	20150216	2		2
675	酒饮	啤酒	国产黄啤	20150216	6		2
1423	休闲	饼干	饼干礼盒	20150216	1		68
506	休闲	饼干	钙奶	20150216	1		3.9
298	日配	常温肉制品	猪肉火腿肠	20150216	1		13.3
1520	蔬果	水果	蕉类	20150216	1.805		5.96
1068	蔬果	蔬菜	叶菜	20150216	0.246		6
860	粮油	煮食面/粉	挂面	20150216	1		4.7
860	粮油	煮食面/粉	其他煮食面/粉	20150216	1		10
860	休闲	炒货	南瓜子	20150216	1		12.9
860	休闲	即食熟制品	鱼类	20150216	1		5.9
180	粮油	调味料	香辛料	20150216	1		2.7
1521	休闲	巧克力	牛奶巧克力	20150216	1		13.5
1493	酒饮	果汁饮料	桃饮料	20150216	1		8.7
1493	酒饮	乳饮料	纯味酸乳饮	20150216	4		2.2
1230	休闲	即食熟制品	猪肉干	20150216	1		8.9
134	休闲	果冻	碎碎冰	20150216	1		0.8
1501	休闲	膨化点心	袋装薯片	20150216	1		6
336	日配	冷藏肉制品	香肠类	20150216	1		4.9
17	休闲	糕点	散称糕点	20150216	0.192		29.8
1522	蔬果	蔬菜	菌菇类	20150216	0.502		6.56
382	肉禽	猪肉	鲜猪肉	20150216	0.566		29.8
382	蔬果	蔬菜	菌菇类	20150216	0.134		16.8
1523	蔬果	水果	进口水果	20150216	1.344		17.6
750	蔬果	蔬菜	根茎	20150216	0.312		5
750	蔬果	蔬菜	花果	20150216	0.252		1.98
1524	蔬果	蔬菜	花果	20150216	0.92		1.98
1525	休闲	蜜饯	山楂	20150216	1		5.7
1441	粮油	调味料	80%味精	20150216	1		1.9
482	休闲	无糖食品	无糖休闲食品	20150216	0.252		18
482	休闲	无糖食品	无糖休闲食品	20150216	0.128		34
1526	酒饮	黄酒	普通黄酒	20150216	2		26.7
113	酒饮	进口酒	预调酒	20150216	1		6.5
763	冲调	冲饮品	奶茶饮品	20150216	1		3
763	家居	粘合用品	粘钩	20150216	1		9
1413	蔬果	蔬菜	花果	20150216	0.366		9.6
975	洗化	纸制品	软抽纸巾	20150216	1		17.9
1508	蔬果	蔬菜	根茎	20150216	0.294		5
1508	日配	冷藏肉制品	棒状火腿	20150216	1		19.3
1068	粮油	酱菜类	榨菜	20150216	1		0.5
1068	粮油	酱菜类	蔬菜	20150216	1		1.9
1068	洗化	口腔卫生用品	成人牙刷	20150216	1		8.9
860	日配	蛋类	松花蛋	20150216	0.564		19.6
774	洗化	芳香防霉剂	放置式芳香剂	20150216	1		17.9
1509	休闲	膨化点心	袋装薯片	20150216	1		7.5
1509	休闲	蜜饯	地瓜	20150216	1		5.9
1510	粮油	五谷杂粮	杂粮粉	20150216	0.982		4.4
1519	休闲	炒货	香瓜子	20150216	1		5.9
1519	休闲	糖果	其他糖果	20150216	0.176		39.8
303	日配	冷藏肉制品	棒状火腿	20150216	1		3.7
134	休闲	即食熟制品	牛肉干	20150216	1		10.9
1507	蔬果	水果	苹果类	20150216	1.116		11.98
1507	休闲	饼干	简装/压缩	20150216	0.36		19.8
1527	洗化	纸制品	无芯纸	20150216	1		24.9
1325	蔬果	水果	苹果类	20150216	1.516		17.8
741	蔬果	蔬菜	叶菜	20150216	0.526		2.56
1127	粮油	五谷杂粮	常规面粉	20150216	1		25.9
1127	粮油	盐/糖	绵白糖	20150216	1		6.8
1528	粮油	调味料	香辛粉	20150216	1		6.7
1529	粮油	调味酱	辣酱	20150216	1		7.9
1529	休闲	膨化点心	袋装薯片	20150216	1		5.9
1266	休闲	膨化点心	薯条	20150216	1		3.5
1266	休闲	糖果	凝胶糖	20150216	1		6.5
298	蔬果	水果	其它水果	20150216	1.56		5.96
975	粮油	液体调料	滴醋	20150216	1		3.8
975	粮油	酱菜类	腐乳	20150216	1		7.7
975	洗化	卫生巾	夜用卫生巾	20150216	1		9.9
1507	肉禽	猪肉	鲜猪肉	20150216	0.774		27.8
17	休闲	糕点	其他糕点	20150216	1		7.9
716	蔬果	蔬菜	花果	20150216	0.6		2.58
1530	蔬果	水果	蕉类	20150216	2.302		9.98
538	休闲	糖果	其他糖果	20150216	0.428		51.8
1520	针织	男袜	男绅士袜	20150216	1		8
1508	蔬果	蔬菜	花果	20150216	0.144		4.98
774	粮油	罐头	八宝粥	20150216	1		30.9
774	洗化	洗护发用品	美发造型	20150216	1		29.9
1531	蔬果	蔬菜	根茎	20150216	0.788		7.6
1509	蔬果	水果	桃/李类	20150216	0.784		9.96
1509	休闲	膨化点心	袋装薯片	20150216	1		2.3
347	粮油	南北干货	粉丝/条	20150216	0.472		22.4
347	休闲	巧克力	威化巧克力	20150216	1		8.5
1249	休闲	糕点	中式糕点	20150216	1		10.3
303	日配	常温肉制品	猪肉火腿肠	20150216	1		1
1532	休闲	膨化点心	粟米类	20150216	1		3.5
1532	洗化	保养用品	洁面乳	20150216	1		11.9
1501	冲调	冲调食品	麦片/粉	20150216	1		20.3
347	休闲	饼干	趣味/休闲	20150216	1		8.9
347	休闲	膨化点心	米制点心	20150216	1		12.9
298	文体	本类	其他本类	20150216	1		4.3
68	酒饮	进口酒	预调酒	20150216	1		13.8
68	酒饮	进口酒	预调酒	20150216	1		13.8
626	粮油	食用油	花生油	20150216	1		109
298	家居	一次性用品	一次性台布手套	20150216	1		10
1533	日配	常温乳品	利乐砖纯奶	20150216	4		65
1533	休闲	糕点	沙琪玛	20150216	1		13.7
975	洗化	卫生巾	卫生护垫	20150216	1		5.3
1403	日配	冷藏肉制品	棒状火腿	20150216	1		7.3
1403	日配	冷冻火锅类	火锅丸类	20150216	0.662		32.6
626	粮油	调味料	香辛料	20150216	1		2.9
1068	粮油	酱菜类	榨菜	20150216	1		0.5
1068	粮油	酱菜类	榨菜	20150216	1		1
1534	日配	常温乳品	利乐砖纯奶	20150216	1		65
1521	休闲	膨化点心	袋装薯片	20150216	1		7.5
1521	酒饮	乳饮料	纯味酸乳饮	20150216	2		2.9
1509	休闲	糖果	其他糖果	20150216	0.15		54
1510	家居	料理切具	筷子	20150216	1		8
1003	蔬果	蔬菜	芽菜	20150216	0.372		1.76
1535	日配	冷藏料理	冷藏面食类	20150216	1		19.7
1535	休闲	糕点	沙琪玛	20150216	1		1.9
1535	休闲	炒货	香瓜子	20150216	1		5.9
1509	粮油	南北干货	干果	20150216	1		25.9
1510	日配	冷藏乳品	冷藏乳酸菌	20150216	1		12.9
1297	肉禽	猪肉	猪骨	20150216	1.784		41.8
17	日配	常温肉制品	猪肉火腿肠	20150216	1		13.3
716	蔬果	蔬菜	根茎	20150216	0.268		3.96
716	蔬果	蔬菜	花果	20150216	0.378		9.96
716	蔬果	蔬菜	花果	20150216	0.354		9.6
845	蔬果	蔬菜	菌菇类	20150216	1		30
726	蔬果	蔬菜	根茎	20150216	0.266		7.8
726	蔬果	加工豆类	豆干豆皮	20150216	0.322		9.96
911	休闲	膨化点心	罐装薯片	20150216	1		7.9
1525	休闲	膨化点心	其他膨化点心	20150216	1		2.9
1525	休闲	蜜饯	山楂	20150216	1		4.9
1536	蔬果	水果	苹果类	20150216	1.3		11.98
328	休闲	饼干	夹心	20150216	1		6.9
1230	休闲	即食熟制品	其他即食熟制品	20150216	1		17.9
1230	家居	打扫用品	手套	20150216	1		12
303	蔬果	蔬菜	花果	20150216	0.356		5.6
134	日配	常温肉制品	猪肉火腿肠	20150216	1		18.7
975	粮油	盐/糖	绵白糖	20150216	4		6.8
68	粮油	液体调料	其他酱油	20150216	1		12.9
68	粮油	液体调料	其他液体调料	20150216	1		3.9
626	粮油	酱菜类	腐乳	20150216	1		6.7
860	休闲	炒货	香瓜子	20150216	1		5.9
382	蔬果	蔬菜	根茎	20150216	0.308		7.6
1266	日配	常温乳品	其他常温乳品	20150216	1		9.8
1441	粮油	袋装速食面组	禽肉口味	20150216	1		7.5
1469	冲调	冲调食品	核桃粉/糊	20150216	1		60.3
1501	休闲	果冻	杯装果冻	20150216	1		4.2
1528	粮油	液体调料	凉拌酱油	20150216	1		11.3
1529	休闲	膨化点心	袋装薯片	20150216	1		5.9
1509	休闲	膨化点心	袋装薯片	20150216	1		2.3
1537	洗化	洗衣用品	洗衣粉	20150216	1		23.9
745	粮油	调味酱	辣酱	20150216	1		8.9
1516	蔬果	蔬菜	根茎	20150216	1.054		3.96
482	休闲	无糖食品	无糖休闲食品	20150216	1		11.8
397	蔬果	加工豆类	豆类料理	20150216	0.158		27.2
556	肉禽	猪肉	鲜猪肉	20150216	0.306		29.8
1538	粮油	液体调料	其他酱油	20150216	-1		11.7
1538	粮油	液体调料	其他酱油	20150216	1		11.7
1266	休闲	饼干	夹心	20150216	1		4.3
726	蔬果	蔬菜	根茎	20150216	0.556		16
1127	粮油	液体调料	凉拌酱油	20150216	1		18.9
382	蔬果	蔬菜	花果	20150216	0.448		7.6
382	酒饮	进口酒	预调酒	20150216	1		6.5
573	日配	常温乳品	利乐砖乳酸菌	20150216	2		5.3
287	休闲	无糖食品	无糖休闲食品	20150216	1		25
763	休闲	膨化点心	袋装薯片	20150216	1		2.3
1539	休闲	膨化点心	米制点心	20150216	1		8.7
1539	针织	女内衣裤	盒装女内裤	20150216	1		20
336	蔬果	蔬菜	花果	20150216	0.64		1.8
716	蔬果	蔬菜	根茎	20150216	0.513		3.96
716	蔬果	蔬菜	菌菇类	20150216	0.278		16.8
845	蔬果	蔬菜	鲜调味	20150216	0.189		5.98
1507	休闲	糕点	其他糕点	20150216	1		10.9
1249	休闲	饼干	饼干礼盒	20150216	1		29.8
866	蔬果	加工豆类	豆腐	20150216	1.304		2.96
52	粮油	调味料	香辛粉	20150216	1		12.9
52	粮油	调味料	调理粉	20150216	1		2.9
1540	酒饮	葡萄/果酒	其他葡萄果酒	20150216	1		13.9
1513	粮油	五谷杂粮	饺子粉	20150216	1		35.9
1533	冲调	冲调食品	芝麻糊	20150216	1		25.9
1541	休闲	炒货	带壳花生	20150216	7		13.9
835	日配	冷冻水饺	其它水饺	20150216	1		5.9
538	家居	一次性用品	一次性杯子	20150216	1		5
382	日配	蛋类	新鲜蛋品	20150216	1.6		6.78
675	休闲	糖果	其他糖果	20150216	0.254		39.6
1423	日配	蛋类	新鲜蛋品	20150216	1		75
17	休闲	糕点	中式糕点	20150216	0.212		25
142	蔬果	蔬菜	根茎	20150216	0.434		5.56
142	粮油	盐/糖	功能盐	20150216	1		2.3
716	蔬果	蔬菜	根茎	20150216	0.92		7.6
845	蔬果	加工豆类	豆类料理	20150216	0.122		27.2
1525	休闲	膨化点心	袋装薯片	20150216	1		7.5
556	洗化	口腔卫生用品	成人牙刷	20150216	1		9.7
52	休闲	膨化点心	综合包	20150216	1		33.9
1524	日配	常温肉制品	猪肉火腿肠	20150216	1		16.3
1524	洗化	室内清洁剂	家用清洁剂	20150216	1		8.9
1513	粮油	液体调料	料酒	20150216	1		1.9
1535	休闲	糖果	奶糖	20150216	1		16.9
1522	酒饮	黄酒	普通黄酒	20150216	1		13.9
353	日配	常温乳品	利乐砖纯奶	20150216	1		65
382	蔬果	蔬菜	花果	20150216	0.198		9
298	休闲	巧克力	黑/纯巧克力	20150216	1		47
298	文体	办公配件	白板	20150216	1		20.3
975	休闲	膨化点心	米制点心	20150216	1		19.9
1403	蔬果	蔬菜	根茎	20150216	1.154		3.96
1403	蔬果	蔬菜	根茎	20150216	0.611		5
1403	粮油	调味料	调理粉	20150216	1		3.7
860	粮油	袋装速食面组	牛肉口味	20150216	1		14.7
1513	日配	冷藏肉制品	其它肠类	20150216	1		11.3
1513	休闲	炒货	其他炒货	20150216	0.152		35
556	洗化	浴厕厨清洁剂	洁厕剂	20150216	1		10.9
556	洗化	鞋类护理用品	鞋刷、鞋檫	20150216	1		4.9
1516	蔬果	蔬菜	根茎	20150216	1.412		2.56
1509	蔬果	水果	瓜类	20150216	2.316		9.96
1509	休闲	糖果	其他糖果	20150216	0.12		71
1537	洗化	纸制品	无芯纸	20150216	1		17.7
495	蔬果	水果	蕉类	20150216	1.264		5.96
1441	粮油	五谷杂粮	糯米粉	20150216	1		7.9
482	休闲	糕点	散称糕点	20150216	0.078		15.8
763	粮油	袋装速食面	干脆面	20150216	1		1.5
134	休闲	膨化点心	袋装薯片	20150216	1		6
726	粮油	调味料	鸡精	20150216	1		4.3
1524	休闲	即食熟制品	鱼类	20150216	1		6.9
1524	酒饮	乳饮料	乳酸菌饮料	20150216	4		1.5
1535	日配	冷冻水饺	其它水饺	20150216	1		8.9
1525	休闲	即食熟制品	猪肉干	20150216	1		13.9
1542	冲调	冲调食品	麦片/粉	20150216	1		30.7
1543	粮油	南北干货	红枣	20150216	1		39.9
1441	粮油	盐/糖	功能盐	20150216	1		2.3
886	蔬果	蔬菜	芽菜	20150216	0.364		1.48
439	粮油	调味油	芝麻油	20150216	1		13.9
1541	休闲	炒货	西瓜子	20150216	7		8.5
1501	休闲	膨化点心	袋装薯片	20150216	1		5.9
1528	粮油	盐/糖	功能盐	20150216	1		2.3
1266	休闲	饼干	夹心	20150216	1		4.3
1266	酒饮	进口饮料	进口果汁	20150216	1		5.7
1543	日配	外送面包糕点	外送中式糕点	20150216	1		10.9
113	酒饮	净水	国产矿水	20150216	1		1.3
763	休闲	巧克力	牛奶巧克力	20150216	1		19.5
1516	蔬果	蔬菜	花果	20150216	0.546		9.6
846	酒饮	香烟	国产省外香烟	20150216	1		23
397	蔬果	蔬菜	花果	20150216	0.61		2.58
17	日配	蛋类	新鲜蛋品	20150216	1.104		6.78
716	蔬果	蔬菜	根茎	20150216	0.748		1.8
763	休闲	膨化点心	罐装薯片	20150216	1		7.9
763	休闲	炒货	带壳花生	20150216	1		13.9
763	休闲	果冻	立袋可吸果冻	20150216	1		3.5
1413	蔬果	蔬菜	花果	20150216	0.901		3.16
1517	休闲	蜜饯	枣	20150216	1		9.9
1544	家居	玻璃器皿	玻璃白酒杯	20150216	1		5
642	休闲	饼干	趣味/休闲	20150216	1		4.5
1517	酒饮	国产白酒	普通高度白酒	20150216	2		39
439	蔬果	蔬菜	花果	20150216	0.48		5.8
845	粮油	液体调料	滴醋	20150216	1		4.8
928	粮油	调味油	芝麻油	20150216	1		24.9
1545	日配	常温乳品	利乐枕纯奶	20150216	16		2.7
538	休闲	糖果	其他糖果	20150216	0.446		51.8
538	家居	一次性用品	一次性杯子	20150216	1		6
1518	肉禽	鸡产品	调味鸡肉	20150216	0.38		19.6
1541	酒饮	香烟	国产省内香烟	20150216	20		22
729	蔬果	蔬菜	叶菜	20150216	0.22		3.96
1546	蔬果	蔬菜	其它蔬菜	20150216	0.192		7.96
287	蔬果	蔬菜	根茎	20150216	0.488		2.56
1523	日配	常温乳品	利乐砖乳酸菌	20150216	12		5.5
1133	洗化	卫生巾	夜用卫生巾	20150216	4		1.5
763	粮油	袋装速食面	干脆面	20150216	1		0.5
763	粮油	桶杯装速食面	牛肉口味	20150216	1		3.7
763	休闲	口香糖	有糖口香糖	20150216	1		2.9
763	文体	节庆饰品	春节饰品	20150216	1		13
1524	休闲	膨化点心	袋装薯片	20150216	1		4
1082	休闲	无糖食品	无糖休闲食品	20150216	1		116
1535	休闲	膨化点心	其他膨化点心	20150216	1		3.7
1514	肉禽	猪肉	猪骨	20150216	0.84		41.8
24	日配	蛋类	新鲜蛋品	20150216	0.722		6.78
1525	休闲	即食熟制品	禽肉	20150216	1		6.5
1543	粮油	南北干货	桂圆	20150216	1		16.3
1409	日配	蛋类	咸蛋	20150216	1		75
573	酒饮	碳酸饮料	果味型	20150216	1		3
287	休闲	无糖食品	无糖休闲食品	20150216	1		12
95	洗化	纸制品	无芯纸	20150216	1		14.5
763	休闲	糕点	中式糕点	20150216	1		9.3
1544	洗化	洗浴用品	功能性香皂	20150216	1		1.9
1546	蔬果	水果	桃/李类	20150216	0.502		9.96
1519	休闲	糖果	硬糖	20150216	0.41		23.8
81	蔬果	蔬菜	叶菜	20150216	3.596		1.96
1507	蔬果	水果	梨类	20150216	1.888		3.18
741	休闲	口香糖	无糖口香糖	20150216	1		9.9
1547	休闲	无糖食品	无糖休闲食品	20150216	1		38
461	粮油	液体调料	凉拌酱油	20150216	1		4.9
298	洗化	卫生巾	夜用卫生巾	20150216	1		9.9
975	粮油	液体调料	老抽酱油	20150216	1		6.9
626	粮油	酱菜类	腐乳	20150216	1		6.7
